archive,neuron_name,neuron_id,species,source,whole_brain,axon_dend_ratio,bp_apical,bp_axon,bp_basal,dendrite_type,diam_max_um,diam_measured,diam_med_um,diam_min_um,dynamic_range,extent_x_um,extent_y_um,extent_z_um,file,frac_len_modal_diam,frac_len_subres,len_apical_um,len_axon_um,len_basal_um,len_dend_um,len_total_um,max_extent_um,max_radial_um,modal_diam_um,n_distinct_diam,nmo_attributes,nmo_domain,points,soma_diam_um,soma_points,structure,tip_apical,tip_axon,tip_basal
Sjostrom,20141008_a1_reconstruction,61354,mouse,sjostrom,False,0.684466,0,28,22,,8.432,True,1.191,0.38,901,200.32,342.32,69.61,sjostrom__20141008_a1_reconstruction.swc,0.017529,0.0,0.0,929.9125,1358.5962,1358.5962,2288.5087,342.32,218.2134,0.94,318,"Diameter, 3D, Angles","Dendrites, Soma, Axon",889,3.238,3,,0,29,23
Sjostrom,20220210_cell01,291140,mouse,sjostrom,False,8.568926,0,173,8,,9.0,True,1.78972,0.42492,1273,444.75,540.94,56.06,sjostrom__20220210_cell01.swc,0.00997,0.0,0.0,10816.296,1262.2698,1262.2698,12078.5658,540.94,394.4316,1.58114,1111,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",2662,6.985,8,,0,174,15
Sjostrom,KB-20100810,36595,mouse,sjostrom,False,0.85522,27,42,14,,5.6666,True,1.80278,0.35356,4610,934.58,1629.96,170.0,sjostrom__KB-20100810.swc,0.016963,0.0,6491.7478,9328.4976,4415.9637,10907.7115,20236.209,1629.96,1241.6428,2.236,444,"Diameter, 3D, Angles","Dendrites, Soma, Axon",1766,10.3184,12,,28,43,23
Tolias,20190730_sample_2,161421,mouse,tolias,False,0.0,0,0,9,,1.18,True,0.29,0.15,2079,208.65,311.91,136.97,tolias__20190730_sample_2.swc,0.301986,0.326396,0.0,0.0,2034.6078,2034.6078,2034.6078,311.91,194.3478,0.29,13,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",2404,5.04,3,,0,0,12
Tolias,20190403_sample_7,161369,mouse,tolias,False,7.711404,0,160,13,,1.77,True,0.07,0.07,6130,429.12,376.18,157.19,tolias__20190403_sample_7.swc,0.737501,0.845665,0.0,13714.6098,1778.4841,1778.4841,15493.0939,429.12,279.4512,0.07,18,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",5443,24.98,3,,0,161,22
Tolias,20180918_sample_1,161299,mouse,tolias,False,8.217662,0,118,5,,0.74,True,0.07,0.07,8252,348.52,577.63,154.47,tolias__20180918_sample_1.swc,0.691928,0.915052,0.0,7304.8202,888.9171,888.9171,8193.7374,577.63,435.0142,0.07,10,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",2961,12.178,3,,0,119,9
Tolias,20190422_sample_4,161356,mouse,tolias,False,9.436438,0,145,9,,1.09,True,0.18,0.18,3733,429.75,671.93,178.06,tolias__20190422_sample_4.swc,0.779142,0.779142,0.0,13282.613,1407.5876,1407.5876,14690.2006,671.93,348.1257,0.18,6,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",5561,6.97,3,,0,146,12
Tolias,20190205_sample_7,161384,mouse,tolias,False,9.968464,0,108,4,,1.54,True,0.15,0.07,8591,585.27,601.36,215.99,tolias__20190205_sample_7.swc,0.400144,0.710659,0.0,14347.2489,1439.2638,1439.2638,15786.5128,601.36,432.1474,0.07,18,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",3117,16.054,3,,0,109,9
Tolias,20190131_sample_3,161336,mouse,tolias,False,7.174272,0,280,14,,1.84,True,0.15,0.07,7956,391.17,556.93,196.4,tolias__20190131_sample_3.swc,0.465647,0.861314,0.0,21642.7559,3016.7181,3016.7181,24659.474,556.93,346.267,0.07,22,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",10914,21.8,3,,0,281,28
Tolias,20190424_sample_6,161262,mouse,tolias,False,0.0,16,0,8,,2.35,True,1.77,1.4,217,266.54,303.88,205.99,tolias__20190424_sample_6.swc,0.421832,0.0,2360.2582,0.0,1461.0272,3821.2854,3821.2854,303.88,237.0383,1.77,7,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",1294,9.74,3,,17,0,14
Tolias,20181127_sample_7,161235,mouse,tolias,False,2.508598,0,112,26,,1.32,True,0.07,0.07,5348,310.81,374.36,110.09,tolias__20181127_sample_7.swc,0.673962,0.849872,0.0,9196.2421,3665.8888,3665.8888,12862.1309,374.36,242.478,0.07,18,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",5528,16.304,3,,0,113,34
Tolias,20190719_sample_5,161238,mouse,tolias,False,0.014038,14,0,9,,3.09,True,0.88,0.22,1915,192.32,421.33,167.82,tolias__20190719_sample_5.swc,0.109076,0.005562,1903.039,44.7048,1281.4873,3184.5263,3229.231,421.33,361.6356,0.96,29,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",2042,9.042,3,,15,1,12
Tolias,20180911_sample_6,161247,mouse,tolias,False,1.565653,0,66,29,,1.84,True,0.07,0.07,11331,363.12,793.18,210.54,tolias__20180911_sample_6.swc,0.554828,0.729024,0.0,7304.3653,4665.3789,4665.3789,11969.7442,793.18,546.4621,0.07,21,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",3645,14.88,3,,0,67,34
Tolias,20190212_sample_4,161563,mouse,tolias,False,59.83694,0,259,1,,1.91,False,0.07,0.07,9717,680.18,571.53,363.08,tolias__20190212_sample_4.swc,0.954481,0.977825,0.0,24863.1403,415.5149,415.5149,25278.6551,680.18,565.0696,0.07,9,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",9756,13.72,3,,0,260,4
Tolias,20190927_sample_7,161527,mouse,tolias,False,0.0,16,0,0,,1.62,True,0.88,0.66,794,175.19,524.17,143.76,tolias__20190927_sample_7.swc,0.366112,0.0,2262.9383,0.0,286.3425,2549.2808,2549.2809,524.17,461.1169,0.81,13,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",1295,20.096,3,,17,0,3
Tolias,20190828_sample_5,161380,mouse,tolias,False,1.058102,0,29,16,,2.72,True,0.15,0.07,9934,400.36,695.41,168.46,tolias__20190828_sample_5.swc,0.456979,0.748121,0.0,3288.6687,3108.0832,3108.0832,6396.7519,695.41,446.7145,0.07,22,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",3727,5.2,3,,0,30,21
Tolias,2017-29-03-slice-4-cell-7-rotated,130589,mouse,tolias,False,34.595914,0,183,3,,1.69,True,0.07,0.07,5486,342.7,384.02,85.99,tolias__2017-29-03-slice-4-cell-7-rotated.swc,0.666083,0.891886,0.0,14046.1797,406.0069,406.0069,14452.1866,384.02,232.131,0.07,23,"Diameter, 3D, Angles","Dendrites, Soma, Axon",35602,12.2752,3,,0,184,6
Tolias,2017-09-02-slice-2-cell-2-rotated,130679,mouse,tolias,False,0.639234,0,31,17,,1.32,True,0.29,0.07,12352,202.74,864.62,63.28,tolias__2017-09-02-slice-2-cell-2-rotated.swc,0.312263,0.464774,0.0,2189.1607,3424.6623,3424.6623,5613.8229,864.62,494.0218,0.07,18,"Diameter, 3D, Angles","Dendrites, Soma, Axon",12215,13.0933,3,,0,32,19
Tolias,20190729_sample_5,161341,mouse,tolias,False,7.045683,0,108,12,,1.4,True,0.07,0.07,14457,346.58,1011.96,170.33,tolias__20190729_sample_5.swc,0.817741,0.858852,0.0,13425.6178,1905.5098,1905.5098,15331.1276,1011.96,563.6753,0.07,16,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",4087,16.582,3,,0,109,17
Tolias,20190904_sample_3,161558,mouse,tolias,False,2.936616,0,27,10,,1.1,True,0.07,0.07,5356,279.28,374.89,124.46,tolias__20190904_sample_3.swc,0.648461,0.720426,0.0,4051.3533,1379.5995,1379.5995,5430.9527,374.89,220.0113,0.07,7,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",4034,9.496,3,,0,28,14
Tolias,j161128s1c7-rotated,130597,mouse,tolias,False,60.625071,0,308,3,,2.2,True,0.29,0.07,9502,665.16,587.29,151.42,tolias__j161128s1c7-rotated.swc,0.277111,0.257389,0.0,48617.7605,801.9415,801.9415,49419.7019,665.16,543.9866,0.29,27,"Diameter, 3D, Angles","Dendrites, Soma, Axon",35401,12.9244,3,,0,309,6
Tolias,20180628_sample_2,161237,mouse,tolias,False,6.266294,0,87,7,,1.62,True,0.07,0.07,4900,343.01,227.89,155.86,tolias__20180628_sample_2.swc,0.668419,0.812154,0.0,8360.6597,1334.2271,1334.2271,9694.8869,343.01,203.0878,0.07,19,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",4252,15.236,3,,0,88,16
Tolias,2017-10-02-slice-4-cell-2-rotated,130677,mouse,tolias,False,0.396298,0,5,9,,0.95,True,0.22,0.07,8382,205.79,586.73,71.12,tolias__2017-10-02-slice-4-cell-2-rotated.swc,0.405667,0.67204,0.0,839.5616,2118.5083,2118.5083,2958.0699,586.73,310.1395,0.15,12,"Diameter, 3D, Angles","Dendrites, Soma, Axon",5605,12.0161,3,,0,6,13
Tolias,2017-06-03-slice-2-cell-2-rotated,130667,mouse,tolias,False,7.267598,0,81,5,,1.32,True,0.07,0.07,6859,289.32,480.11,80.18,tolias__2017-06-03-slice-2-cell-2-rotated.swc,0.693579,0.788744,0.0,8449.2453,1162.5912,1162.5912,9611.8365,480.11,258.1095,0.07,18,"Diameter, 3D, Angles","Dendrites, Soma, Axon",19787,13.3329,3,,0,82,10
Tolias,20190212_sample_7,161316,mouse,tolias,False,3.008311,0,102,16,,2.35,True,0.07,0.07,9470,536.71,662.92,208.8,tolias__20190212_sample_7.swc,0.720593,0.825469,0.0,10473.7826,3481.6159,3481.6159,13955.3984,662.92,409.4038,0.07,23,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",1635,19.868,3,,0,103,22
Tolias,20190201_sample_3,161355,mouse,tolias,False,9.77543,0,130,9,,1.32,True,0.07,0.07,10151,710.57,513.77,191.27,tolias__20190201_sample_3.swc,0.769527,0.846637,0.0,15503.9001,1586.007,1586.007,17089.9072,710.57,446.2354,0.07,16,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",3940,13.522,3,,0,131,13
Tolias,20190731_sample_5,161264,mouse,tolias,False,39.200282,0,187,3,,1.18,True,0.07,0.07,9227,645.89,614.62,276.9,tolias__20190731_sample_5.swc,0.824921,0.934909,0.0,15329.1332,391.0465,391.0465,15720.1797,645.89,485.8842,0.07,12,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",2828,15.998,3,,0,188,7
Tolias,2017-03-07-slice-2-cell-3-rotated,130584,mouse,tolias,False,25.668068,0,64,1,,1.18,True,0.07,0.07,4388,265.11,307.16,94.85,tolias__2017-03-07-slice-2-cell-3-rotated.swc,0.789606,0.938328,0.0,7282.5084,283.7186,283.7186,7566.227,307.16,197.8375,0.07,14,"Diameter, 3D, Angles","Dendrites, Soma, Axon",16506,13.5995,3,,0,65,5
Tolias,20190122_sample_6,161332,mouse,tolias,False,0.0,0,0,37,,2.28,True,1.32,0.74,477,198.27,352.83,111.76,tolias__20190122_sample_6.swc,0.18623,0.0,0.0,0.0,4062.5573,4062.5573,4062.5573,352.83,211.5448,1.18,21,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",1006,10.564,3,,0,0,44
Tolias,20180704_sample_5,161348,mouse,tolias,False,8.976206,0,162,13,,1.4,True,0.07,0.07,7722,540.55,506.85,150.36,tolias__20180704_sample_5.swc,0.770827,0.868551,0.0,19878.3896,2214.5647,2214.5647,22092.9543,540.55,410.1256,0.07,19,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",3218,15.364,3,,0,163,21
Tolias,20190402_sample_3,161275,mouse,tolias,False,0.0,9,0,5,,1.84,True,1.1,0.15,3849,243.05,577.38,184.85,tolias__20190402_sample_3.swc,0.197597,0.047484,1433.6895,0.0,1369.0365,2802.726,2802.726,577.38,400.1358,1.1,19,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",549,10.268,3,,10,0,9
Tolias,2017-17-07-slice-3-cell-2-rotated,130622,mouse,tolias,False,31.416329,0,94,2,,1.25,True,0.07,0.07,7041,492.9,466.73,82.63,tolias__2017-17-07-slice-3-cell-2-rotated.swc,0.685516,0.818628,0.0,11102.6846,353.4049,353.4049,11456.0895,492.9,309.1821,0.07,17,"Diameter, 3D, Angles","Dendrites, Soma, Axon",24165,12.393,3,,0,95,4
Tolias,20180102_sample_4,161229,mouse,tolias,False,0.0,30,0,15,,3.02,True,0.22,0.07,10397,307.7,727.77,96.89,tolias__20180102_sample_4.swc,0.213406,0.5671,4159.15,0.0,2120.6012,6279.7512,6279.7512,727.77,646.0203,0.15,31,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",2891,11.966,3,,31,0,20
Tolias,20190506_sample_5,161395,mouse,tolias,False,0.0,0,0,8,,1.25,True,0.88,0.66,277,148.88,182.61,74.73,tolias__20190506_sample_5.swc,0.341757,0.0,0.0,0.0,1267.0076,1267.0076,1267.0076,182.61,96.9427,0.81,7,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",640,10.152,3,,0,0,14
Tolias,20180108_sample_9,161399,mouse,tolias,False,0.0,29,0,19,,3.67,True,0.73,0.07,12155,850.85,466.47,152.2,tolias__20180108_sample_9.swc,0.136668,0.271343,3416.321,0.0,2853.3492,6269.6702,6269.6703,850.85,736.7932,0.58,36,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",3090,15.976,3,,30,0,27
Tolias,2017-19-09-slice-3-cell-2-rotated,130619,mouse,tolias,False,8.648018,0,121,10,,1.77,True,0.07,0.07,12225,855.73,601.9,122.28,tolias__2017-19-09-slice-3-cell-2-rotated.swc,0.867091,0.886044,0.0,15402.7728,1781.0754,1781.0754,17183.8483,855.73,523.1128,0.07,24,"Diameter, 3D, Angles","Dendrites, Soma, Axon",39659,14.4854,3,,0,122,15
Tolias,2016-20-10-slice-4-cell-3-rotated,130639,mouse,tolias,False,7.74645,0,228,11,,1.76,True,0.22,0.22,3389,602.14,745.66,137.85,tolias__2016-20-10-slice-4-cell-3-rotated.swc,0.885668,0.885668,0.0,23873.2077,3081.8255,3081.8255,26955.0332,745.66,402.5418,0.22,15,"Diameter, 3D, Angles","Dendrites, Soma, Axon",17313,15.044,3,,0,229,19
Tolias,20190924_sample_8,161517,mouse,tolias,False,0.0,0,0,17,,1.32,True,0.74,0.07,7333,298.86,513.32,187.13,tolias__20190924_sample_8.swc,0.165425,0.024919,0.0,0.0,4314.5776,4314.5776,4314.5776,513.32,320.4128,0.66,17,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",3285,13.544,3,,0,0,26
Tolias,20190917_sample_3,161443,mouse,tolias,False,0.0,3,0,10,,2.35,True,1.62,0.66,618,246.86,407.77,97.74,tolias__20190917_sample_3.swc,0.177899,0.0,823.8024,0.0,1498.7083,2322.5107,2322.5106,407.77,343.2303,1.62,20,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",1836,12.606,3,,4,0,16
Tolias,2017-15-03-slice-1-cell-2-rotated,130608,mouse,tolias,False,110.141243,0,261,3,,1.03,False,0.07,0.07,10328,722.96,561.24,107.17,tolias__2017-15-03-slice-1-cell-2-rotated.swc,0.978379,0.986652,0.0,34126.339,309.8416,309.8416,34436.1805,722.96,438.269,0.07,8,"Diameter, 3D, Angles","Dendrites, Soma, Axon",77837,11.9295,3,,0,262,6
Tolias,20190820_sample_2,161436,mouse,tolias,False,0.0,9,0,6,,1.84,True,0.88,0.22,1557,192.11,342.62,146.59,tolias__20190820_sample_2.swc,0.128257,0.002887,1224.5868,0.0,1732.0369,2956.6237,2956.6238,342.62,255.2297,0.88,19,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",3166,13.984,3,,10,0,14
Tolias,2016-01-08-slice-B-cell-2-rotated,130675,mouse,tolias,False,0.432018,0,13,31,,1.18,False,1.18,0.07,11037,244.2,772.57,102.75,tolias__2016-01-08-slice-B-cell-2-rotated.swc,0.69795,0.30205,0.0,1974.2435,4569.818,4569.818,6544.0615,772.57,413.6845,1.18,2,"Diameter, 3D, Angles","Dendrites, Soma, Axon",5706,13.244,3,,0,14,35
Tolias,20190416_sample_10,161516,mouse,tolias,False,0.0,12,0,9,,1.25,True,0.74,0.15,4698,251.19,704.72,154.84,tolias__20190416_sample_10.swc,0.126552,0.164801,2149.9885,0.0,1274.4535,3424.442,3424.442,704.72,648.8008,0.22,16,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",1949,11.97,3,,13,0,14
Tolias,20181112_sample_8,161422,mouse,tolias,False,4.252233,0,111,28,,2.87,True,0.07,0.07,10290,720.33,620.51,291.59,tolias__20181112_sample_8.swc,0.73959,0.762752,0.0,14521.8305,3415.1071,3415.1071,17936.9376,720.33,661.1119,0.07,21,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",1752,12.97,3,,0,112,32
Tolias,20180102_sample_3,161363,mouse,tolias,False,0.008433,21,0,13,,3.09,True,0.29,0.07,8836,287.66,618.51,134.28,tolias__20180102_sample_3.swc,0.204434,0.484687,2490.9649,39.0304,2137.0725,4628.0374,4667.0678,618.51,487.5266,0.22,30,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",2416,14.536,3,,22,1,19
Tolias,20180115_sample_2,161530,mouse,tolias,False,0.0,28,0,22,,3.38,True,0.15,0.07,11055,384.95,773.83,166.23,tolias__20180115_sample_2.swc,0.39627,0.836817,4183.7326,0.0,3651.4721,7835.2047,7835.2047,773.83,602.8333,0.07,28,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",3835,9.972,3,,29,0,30
Tolias,2016-31-08-slice-3-cell-2-roteted,130623,mouse,tolias,False,6.13935,0,211,17,,1.18,True,0.29,0.07,10240,716.83,697.13,120.89,tolias__2016-31-08-slice-3-cell-2-roteted.swc,0.255799,0.309399,0.0,25365.2004,4131.5774,4131.5774,29496.7777,716.83,594.9923,0.22,16,"Diameter, 3D, Angles","Dendrites, Soma, Axon",31834,19.1935,3,,0,212,21
Tolias,2017-09-02-slice-3-cell-2-roteted,130630,mouse,tolias,False,9.815874,0,235,12,,1.32,True,0.07,0.07,9702,488.89,679.16,91.69,tolias__2017-09-02-slice-3-cell-2-roteted.swc,0.643906,0.803281,0.0,20928.187,2132.0758,2132.0758,23060.2628,679.16,389.1712,0.07,17,"Diameter, 3D, Angles","Dendrites, Soma, Axon",53411,14.5697,3,,0,236,15
Tolias,20180501_sample_2,161295,mouse,tolias,False,0.0,18,0,6,,1.84,True,1.03,0.51,822,280.31,419.13,120.3,tolias__20180501_sample_2.swc,0.130151,0.0,2442.0164,0.0,1395.7991,3837.8155,3837.8155,419.13,290.3486,1.03,19,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",3102,5.664,3,,19,0,12
Tolias,j161128s2c6-rotated,130596,mouse,tolias,False,33.801797,0,140,3,,2.13,True,0.22,0.07,11249,669.0,787.46,90.78,tolias__j161128s2c6-rotated.swc,0.332255,0.661618,0.0,32125.9408,950.4211,950.4211,33076.362,787.46,602.8692,0.22,25,"Diameter, 3D, Angles","Dendrites, Soma, Axon",11688,19.494,3,,0,141,7
Tolias,20190418_sample_9,161233,mouse,tolias,False,0.0,0,0,15,,5.44,True,0.15,0.07,5487,182.52,384.08,152.3,tolias__20190418_sample_9.swc,0.36674,0.60675,0.0,0.0,2228.9248,2228.9248,2228.9248,384.08,218.0451,0.07,22,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",1846,5.588,3,,0,0,19
Tolias,20180327_sample_6,161214,mouse,tolias,False,0.0,31,0,18,,2.13,True,1.25,0.37,1084,321.52,401.03,118.94,tolias__20180327_sample_6.swc,0.124223,0.0,3353.8698,0.0,2950.3786,6304.2484,6304.2484,401.03,305.2297,0.88,24,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",2487,23.542,3,,32,0,28
Tolias,20191106_sample_3,161539,mouse,tolias,False,0.0,7,0,12,,1.62,True,0.74,0.07,5953,264.54,416.73,162.96,tolias__20191106_sample_3.swc,0.13357,0.026695,1238.6667,0.0,2201.029,3439.6957,3439.6957,416.73,285.6966,0.44,21,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",1642,15.066,3,,8,0,17
Tolias,20180817_sample_2,161547,mouse,tolias,False,9.617727,0,207,22,,1.84,True,0.07,0.07,7595,531.63,522.97,124.72,tolias__20180817_sample_2.swc,0.822244,0.87232,0.0,19085.9058,1984.4507,1984.4507,21070.3565,531.63,325.9864,0.07,19,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",6876,19.414,3,,0,208,28
Tolias,20180829_sample_6,161551,mouse,tolias,False,14.99478,0,138,5,,1.84,False,0.07,0.07,8722,598.75,610.55,138.39,tolias__20180829_sample_6.swc,0.905752,0.929478,0.0,14644.0074,976.607,976.607,15620.6144,610.55,439.1126,0.07,15,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",4163,23.88,3,,0,139,12
Tolias,20190801_sample_1,161265,mouse,tolias,False,0.0,8,0,10,,2.36,True,0.91,0.18,2438,182.43,438.85,240.77,tolias__20190801_sample_1.swc,0.211653,0.004427,1274.7713,0.0,1672.3099,2947.0812,2947.0812,438.85,389.6337,0.73,13,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",1686,15.724,3,,9,0,18
Tolias,20190906_sample_6,161540,mouse,tolias,False,6.678923,0,184,38,,1.62,True,0.07,0.07,6112,427.82,393.18,216.45,tolias__20190906_sample_6.swc,0.849721,0.903422,0.0,17887.9803,2678.2731,2678.2731,20566.2534,427.82,254.4566,0.07,20,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",6977,14.098,3,,0,185,47
Tolias,20190715_sample_10,161499,mouse,tolias,False,1.308056,0,24,13,,1.54,True,0.07,0.07,4706,302.93,329.44,98.42,tolias__20190715_sample_10.swc,0.551097,0.57208,0.0,2980.2762,2278.4011,2278.4011,5258.6774,329.44,175.0142,0.07,20,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",2239,7.834,3,,0,25,20
Tolias,20180313_sample_2,161582,mouse,tolias,False,0.086745,31,5,28,,2.72,True,1.14,0.15,2818,363.07,422.63,139.36,tolias__20180313_sample_2.swc,0.113244,0.027499,3630.5027,610.6065,3408.5953,7039.098,7649.7045,422.63,292.5663,1.32,34,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",2399,14.924,3,,32,6,35
Tolias,20190715_sample_1,161512,mouse,tolias,False,3.765722,0,117,32,,0.81,True,0.07,0.07,3612,252.81,218.65,142.0,tolias__20190715_sample_1.swc,0.807598,0.910272,0.0,7039.3925,1869.3339,1869.3339,8908.7264,252.81,206.513,0.07,9,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",3744,9.414,3,,0,118,44
Tolias,20190411_sample_6,161357,mouse,tolias,False,8.639392,0,121,4,,0.66,True,0.07,0.07,9645,607.85,675.12,300.18,tolias__20190411_sample_6.swc,0.855055,0.939539,0.0,14000.6,1620.5539,1620.5539,15621.1538,675.12,383.3428,0.07,9,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",12680,18.486,3,,0,122,10
Tolias,20190423_sample_1,161347,mouse,tolias,False,0.0,23,0,3,,2.28,True,0.88,0.07,8693,260.49,608.54,140.45,tolias__20190423_sample_1.swc,0.12757,0.038974,3500.8467,0.0,967.0266,4467.8733,4467.8733,608.54,489.9747,0.88,25,"No Diameter, 3D, Angles","Dendrites, Soma, No Axon",1976,11.702,3,,24,0,8
Tolias,20190122_sample_9,161580,mouse,tolias,False,77.865952,0,372,1,,1.47,True,0.07,0.07,7075,344.31,495.24,273.17,tolias__20190122_sample_9.swc,0.86205,0.977166,0.0,23406.5441,300.6005,300.6005,23707.1446,495.24,269.4046,0.07,14,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",10504,11.124,3,,0,373,6
Markram,C180298B-I3,334,rat,markram,False,4.972195,0,136,29,,3.6,True,0.28,0.28,3760,713.03,1052.85,154.5,markram__C180298B-I3.swc,0.800525,0.0,0.0,13251.1979,2665.0598,2665.0598,15916.2577,1052.85,740.3631,0.28,12,"No Diameter, 3D, Angles","Dendrites, No Soma, Axon",4661,16.578,3,,0,137,33
Markram,jy160704_A_idA,115405,rat,markram,False,0.011588,0,0,65,,8.18,True,0.81,0.15,2165,305.26,324.76,202.27,markram__jy160704_A_idA.swc,0.105014,0.003345,0.0,91.2572,7875.0715,7875.0715,7966.3288,324.76,200.8393,0.81,66,"Diameter, 3D, Angles","Dendrites, Soma, Axon",6421,31.1016,3,,0,1,74
Markram,jy180306_A_idB,115402,rat,markram,False,0.011244,0,0,56,,4.57,True,0.81,0.15,1683,172.93,252.47,83.93,markram__jy180306_A_idB.swc,0.099772,0.020522,0.0,55.6346,4947.8206,4947.8206,5003.4552,252.47,147.3279,0.81,55,"Diameter, 3D, Angles","Dendrites, Soma, Axon",4290,21.7194,3,,0,1,63
Markram,jy160726_A_idA,115393,rat,markram,False,0.008184,0,0,85,,7.0,True,0.96,0.07,3664,229.24,256.51,181.57,markram__jy160726_A_idA.swc,0.069784,0.018274,0.0,64.9702,7938.3579,7938.3579,8003.3281,256.51,155.8633,0.88,82,"Diameter, 3D, Angles","Dendrites, Soma, Axon",13119,29.2524,3,,0,1,94
Markram,C180298A-I4,332,rat,markram,False,6.167938,0,192,11,,2.67,True,0.33,0.33,2081,686.7,677.1,284.69,markram__C180298A-I4.swc,0.876806,0.0,0.0,14708.598,2384.6863,2384.6863,17093.2843,686.7,430.0109,0.33,7,"No Diameter, 3D, Angles","Dendrites, No Soma, Axon",3540,18.45,3,,0,193,14
Markram,jy171019_B_idB,172116,mouse,markram,False,0.0,0,0,40,,4.57,True,0.22,0.07,7707,202.09,539.46,56.11,markram__jy171019_B_idB.swc,0.478206,0.567319,0.0,0.0,3540.4253,3540.4253,3540.4253,539.46,469.8896,0.15,49,"Diameter, 3D, Angles","Dendrites, Soma, No Axon",4466,17.5028,3,,0,0,42
Markram,RR110330-C3-IDA,36986,rat,markram,False,4.832421,15,56,10,,4.72,True,0.22,0.15,13223,1983.42,1682.58,848.09,markram__RR110330-C3-IDA.swc,0.568967,0.68656,1698.9372,13981.5221,1194.3374,2893.2746,16874.7967,1983.42,1787.5091,0.15,33,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",10575,13.3265,3,,16,57,11
Markram,C280999A-I4,36972,rat,markram,False,2.811765,0,85,20,,2.77,True,0.28,0.28,2237,512.61,626.46,296.46,markram__C280999A-I4.swc,0.743465,0.0,0.0,6774.7864,2409.4424,2409.4424,9184.2289,626.46,436.3174,0.28,10,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",1945,19.9289,3,,0,86,28
Markram,C060110A2,36847,rat,markram,False,0.731019,43,54,47,,7.11,True,0.69,0.07,23877,950.41,1671.39,294.87,markram__C060110A2.swc,0.367514,0.367892,7994.9293,10806.3134,6787.6057,14782.535,25588.8484,1671.39,1014.8998,0.23,30,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",9850,21.8386,3,,44,55,53
Markram,C200897C-I1,347,rat,markram,False,5.523425,0,178,16,,2.0,True,0.33,0.33,2249,491.09,742.07,260.1,markram__C200897C-I1.swc,0.873567,0.0,0.0,15453.3455,2797.7832,2797.7832,18251.1287,742.07,438.4662,0.33,6,"No Diameter, 3D, Angles","Dendrites, No Soma, Axon",3866,17.936,3,,0,179,26
Markram,SM080908A3,37051,rat,markram,False,1.381453,0,22,20,,6.38,True,0.23,0.23,1453,334.1,233.48,159.54,markram__SM080908A3.swc,0.681737,0.681737,0.0,2385.566,1726.8527,1726.8527,4112.4186,334.1,270.1102,0.23,15,"No Diameter, 3D, Angles","Dendrites, Soma, Axon",2117,15.9974,3,,0,23,26
